ticket_id,customer_age,date_of_purchase,ticket_status,first_response_time,time_to_resolution,customer_satisfaction_rating,purchase_year,purchase_month,purchase_day,customer_name_encoded,customer_email_encoded,customer_gender_encoded,product_purchased_encoded,ticket_type_encoded,ticket_subject_encoded,ticket_description_encoded,resolution_encoded,ticket_priority_encoded,ticket_channel_encoded,customer_age_normalized
2221,64,2020-01-19,Open,,,3.0,2020,1,19,3771,5847,2,16,1,11,4437,2573,2,1,0.8846153846153847
2222,53,2020-05-26,Closed,2023-06-01 00:33:57,2023-06-01 17:43:57,1.0,2020,5,26,7460,7103,0,37,3,5,7160,1101,1,0,0.6730769230769232
2223,67,2020-04-14,Closed,2023-06-01 16:05:58,2023-06-01 04:09:58,3.0,2020,4,14,4174,3583,1,5,0,11,4395,2121,1,1,0.9423076923076924
2224,31,2021-01-27,Pending Customer Response,2023-06-01 17:47:59,,3.0,2021,1,27,3911,6596,1,23,3,11,7233,2573,0,2,0.25
2225,26,2021-02-07,Pending Customer Response,2023-06-01 08:55:01,,3.0,2021,2,7,7496,2500,0,11,4,8,2086,2573,0,1,0.1538461538461538
2226,70,2021-01-12,Closed,2023-06-01 07:30:03,2023-06-01 10:21:03,5.0,2021,1,12,4952,4256,1,39,1,8,1870,595,0,2,1.0
2227,61,2020-09-23,Closed,2023-06-01 18:53:04,2023-06-01 11:41:04,4.0,2020,9,23,4510,1220,2,32,2,12,27,2685,2,3,0.826923076923077
2228,34,2020-12-21,Pending Customer Response,2023-06-01 18:49:05,,3.0,2020,12,21,3623,4692,1,1,4,2,6698,2573,0,3,0.3076923076923077
2229,60,2020-10-03,Closed,2023-06-01 05:26:07,2023-06-01 09:00:07,3.0,2020,10,3,2682,370,0,38,4,7,3560,356,1,2,0.8076923076923078
2230,54,2020-04-21,Closed,2023-06-01 21:09:09,2023-06-01 07:23:09,4.0,2020,4,21,7982,2294,2,36,3,2,5576,2286,3,1,0.6923076923076924
2231,39,2020-08-20,Open,,,3.0,2020,8,20,4314,2536,1,36,2,15,1772,2573,1,3,0.4038461538461538
2232,40,2021-08-28,Closed,2023-06-01 18:46:11,2023-06-01 12:24:11,5.0,2021,8,28,6624,6328,0,29,4,9,7183,1315,3,1,0.4230769230769231
2233,63,2020-01-10,Open,,,3.0,2020,1,10,1019,7227,1,36,2,7,5862,2573,3,1,0.8653846153846155
2234,26,2020-03-12,Open,,,3.0,2020,3,12,2152,3416,1,35,3,13,102,2573,2,0,0.1538461538461538
2235,26,2020-11-04,Open,,,3.0,2020,11,4,1740,3390,1,14,2,3,3091,2573,0,2,0.1538461538461538
2236,43,2021-07-16,Open,,,3.0,2021,7,16,4002,4856,2,29,4,3,5021,2573,0,2,0.4807692307692308
2237,50,2021-11-30,Closed,2023-06-01 05:15:19,2023-06-01 21:03:19,3.0,2021,11,30,2503,6257,2,30,4,6,166,2023,3,1,0.6153846153846154
2238,21,2020-10-08,Open,,,3.0,2020,10,8,5851,7192,0,0,3,5,1200,2573,1,2,0.0576923076923077
2239,63,2020-05-17,Open,,,3.0,2020,5,17,902,2258,2,6,1,10,2799,2573,1,1,0.8653846153846155
2240,52,2020-12-16,Pending Customer Response,2023-06-01 22:23:24,,3.0,2020,12,16,84,6488,0,29,3,6,5573,2573,2,0,0.6538461538461539
2241,23,2021-07-19,Pending Customer Response,2023-06-01 05:08:26,,3.0,2021,7,19,4794,851,0,25,3,4,1188,2573,1,0,0.0961538461538462
2242,23,2020-07-10,Open,,,3.0,2020,7,10,1716,1278,1,8,0,14,7083,2573,2,0,0.0961538461538462
2243,51,2021-05-13,Open,,,3.0,2021,5,13,702,414,1,4,3,14,2489,2573,0,1,0.6346153846153847
2244,68,2020-03-02,Open,,,3.0,2020,3,2,5892,816,1,2,1,5,7459,2573,3,1,0.9615384615384616
2245,54,2020-09-16,Closed,2023-06-01 18:42:29,2023-06-01 00:52:29,3.0,2020,9,16,6575,6287,1,41,4,10,6196,25,1,0,0.6923076923076924
2246,59,2020-09-06,Closed,2023-06-01 10:52:30,2023-06-01 17:34:30,1.0,2020,9,6,4397,7728,2,2,2,11,4984,2702,3,0,0.7884615384615384
2247,42,2020-09-18,Closed,2023-05-31 23:04:32,2023-05-31 22:48:32,5.0,2020,9,18,2227,1509,1,21,2,1,2064,2626,2,0,0.4615384615384615
2248,61,2020-10-27,Closed,2023-06-01 19:48:34,2023-06-01 12:30:34,2.0,2020,10,27,2763,1022,1,22,4,3,633,1537,0,3,0.826923076923077
2249,32,2021-05-27,Pending Customer Response,2023-06-01 19:26:35,,3.0,2021,5,27,2311,4622,1,33,4,15,4961,2573,3,0,0.2692307692307693
2250,18,2021-07-26,Closed,2023-06-01 06:53:36,2023-06-01 10:12:36,4.0,2021,7,26,5933,877,1,40,0,14,4546,2559,0,0,0.0
2251,70,2020-06-20,Open,,,3.0,2020,6,20,6074,4293,2,17,3,2,4660,2573,1,2,1.0
2252,25,2020-04-24,Closed,2023-06-01 15:16:38,2023-06-01 15:21:38,3.0,2020,4,24,5917,6371,2,24,2,15,6840,635,1,2,0.1346153846153846
2253,48,2020-09-21,Closed,2023-06-01 15:46:39,2023-06-01 13:42:39,3.0,2020,9,21,2213,5360,0,1,1,13,7955,1680,1,1,0.576923076923077
2254,55,2021-11-30,Open,,,3.0,2021,11,30,6600,3575,1,25,1,0,4006,2573,1,1,0.7115384615384616
2255,54,2021-04-09,Closed,2023-06-01 02:34:43,2023-06-01 17:38:43,3.0,2021,4,9,6209,3056,1,32,0,9,2220,2576,1,0,0.6923076923076924
2256,22,2021-04-22,Pending Customer Response,2023-06-01 12:38:44,,3.0,2021,4,22,1555,2299,1,10,3,8,5900,2573,0,2,0.0769230769230769
2257,47,2021-10-18,Pending Customer Response,2023-06-01 11:49:46,,3.0,2021,10,18,314,7033,1,18,4,0,646,2573,1,3,0.5576923076923077
2258,59,2020-09-29,Pending Customer Response,2023-06-01 19:23:48,,3.0,2020,9,29,6504,1851,1,24,3,3,2490,2573,1,2,0.7884615384615384
2259,54,2020-09-06,Pending Customer Response,2023-06-01 14:27:49,,3.0,2020,9,6,5097,2924,1,34,1,13,4183,2573,1,2,0.6923076923076924
2260,64,2021-04-18,Open,,,3.0,2021,4,18,6295,663,0,38,1,9,1219,2573,1,1,0.8846153846153847
2261,41,2021-04-24,Open,,,3.0,2021,4,24,6987,8239,0,9,2,3,5978,2573,2,3,0.4423076923076924
2262,58,2020-02-16,Closed,2023-06-01 12:52:54,2023-06-01 12:24:54,3.0,2020,2,16,5932,1380,0,36,1,4,2444,73,3,1,0.7692307692307693
2263,57,2021-11-12,Closed,2023-05-31 22:40:56,2023-06-01 14:00:56,2.0,2021,11,12,4195,2855,2,20,3,5,3882,1229,1,2,0.7500000000000001
2264,70,2021-12-02,Open,,,3.0,2021,12,2,224,8058,1,9,1,9,2863,2573,2,2,1.0
2265,24,2020-05-29,Pending Customer Response,2023-06-01 14:06:59,,3.0,2020,5,29,271,3052,0,0,2,14,6451,2573,2,3,0.1153846153846154
2266,32,2020-01-24,Pending Customer Response,2023-06-01 16:52:01,,3.0,2020,1,24,7932,2357,2,12,4,4,1122,2573,3,1,0.2692307692307693
2267,59,2021-12-13,Closed,2023-06-01 06:56:03,2023-06-01 02:18:03,1.0,2021,12,13,4950,5283,2,10,2,10,4631,2660,0,3,0.7884615384615384
2268,56,2021-02-06,Open,,,3.0,2021,2,6,5113,783,2,1,1,2,685,2573,2,2,0.730769230769231
2269,26,2021-11-01,Pending Customer Response,2023-06-01 01:30:05,,3.0,2021,11,1,7144,7428,0,37,3,8,7517,2573,3,0,0.1538461538461538
2270,38,2020-08-27,Closed,2023-06-01 09:34:06,2023-06-01 20:18:06,3.0,2020,8,27,2911,268,2,34,4,14,8039,692,0,1,0.3846153846153847
2271,32,2021-05-17,Pending Customer Response,2023-06-01 08:26:07,,3.0,2021,5,17,3689,7991,0,10,0,15,2015,2573,0,2,0.2692307692307693
2272,48,2020-05-15,Closed,2023-06-01 07:18:09,2023-06-01 08:41:09,4.0,2020,5,15,4578,4718,1,33,0,12,2134,686,2,0,0.576923076923077
2273,63,2020-05-22,Pending Customer Response,2023-06-01 03:27:09,,3.0,2020,5,22,3499,5422,0,22,2,6,6307,2573,2,0,0.8653846153846155
2274,21,2021-07-25,Closed,2023-06-01 04:10:11,2023-06-01 07:00:11,1.0,2021,7,25,1606,3507,1,9,2,12,3538,826,3,2,0.0576923076923077
2275,69,2020-11-28,Open,,,3.0,2020,11,28,6906,2073,1,35,0,13,5563,2573,0,2,0.980769230769231
2276,67,2021-09-18,Open,,,3.0,2021,9,18,4081,3917,1,33,4,13,1361,2573,2,1,0.9423076923076924
2277,52,2021-11-24,Closed,2023-06-01 15:25:16,2023-06-01 21:35:16,1.0,2021,11,24,2078,7066,1,6,4,10,5968,424,2,3,0.6538461538461539
2278,21,2020-12-26,Pending Customer Response,2023-06-01 17:42:18,,3.0,2020,12,26,7009,504,2,29,3,12,1782,2573,2,0,0.0576923076923077
2279,43,2020-03-27,Open,,,3.0,2020,3,27,909,7859,0,21,0,9,2158,2573,0,2,0.4807692307692308
2280,34,2021-08-08,Pending Customer Response,2023-06-01 10:53:20,,3.0,2021,8,8,3289,4688,1,5,1,14,4347,2573,0,3,0.3076923076923077
2281,60,2021-02-21,Closed,2023-06-01 20:01:22,2023-06-01 01:10:22,2.0,2021,2,21,5889,2678,2,10,3,0,3336,675,2,3,0.8076923076923078
2282,45,2021-03-14,Pending Customer Response,2023-06-01 00:47:23,,3.0,2021,3,14,2544,4108,1,8,4,15,1996,2573,2,0,0.5192307692307693
2283,37,2021-06-21,Pending Customer Response,2023-06-01 04:15:25,,3.0,2021,6,21,7403,3487,0,28,2,2,5908,2573,3,1,0.3653846153846154
2284,40,2021-03-06,Pending Customer Response,2023-06-01 05:58:26,,3.0,2021,3,6,6164,5698,1,38,3,14,6533,2573,2,1,0.4230769230769231
2285,60,2021-08-24,Open,,,3.0,2021,8,24,3636,6098,1,32,2,13,34,2573,1,1,0.8076923076923078
2286,65,2020-02-16,Closed,2023-06-01 19:42:28,2023-06-01 07:19:28,4.0,2020,2,16,7642,55,0,27,3,13,1620,1172,0,1,0.903846153846154
2287,69,2020-04-15,Open,,,3.0,2020,4,15,7754,4480,0,31,0,6,7671,2573,0,1,0.980769230769231
2288,27,2020-10-22,Pending Customer Response,2023-06-01 21:53:30,,3.0,2020,10,22,4618,7464,1,2,2,9,4855,2573,3,0,0.1730769230769231
2289,44,2021-10-03,Pending Customer Response,2023-06-01 02:06:31,,3.0,2021,10,3,7143,6748,0,3,1,2,284,2573,2,3,0.5000000000000001
2290,54,2020-08-08,Closed,2023-06-01 22:11:33,2023-06-01 13:10:33,2.0,2020,8,8,4595,388,0,16,1,2,5085,1905,0,1,0.6923076923076924
2291,70,2021-03-26,Open,,,3.0,2021,3,26,2330,3622,1,38,3,6,4135,2573,3,1,1.0
2292,65,2020-06-02,Open,,,3.0,2020,6,2,6410,4921,2,2,3,7,4686,2573,3,2,0.903846153846154
2293,48,2021-03-15,Open,,,3.0,2021,3,15,5108,4483,0,23,3,10,6402,2573,3,2,0.576923076923077
2294,23,2021-02-04,Pending Customer Response,2023-06-01 15:38:38,,3.0,2021,2,4,1017,2721,1,35,2,6,4552,2573,3,3,0.0961538461538462
2295,62,2021-02-04,Closed,2023-06-01 01:12:39,2023-06-01 06:46:39,1.0,2021,2,4,3944,6642,0,31,1,0,628,2129,1,1,0.8461538461538461
2296,63,2020-12-24,Open,,,3.0,2020,12,24,3110,4962,2,3,0,10,5178,2573,3,3,0.8653846153846155
2297,48,2021-07-06,Pending Customer Response,2023-06-01 11:11:43,,3.0,2021,7,6,3989,1852,0,35,2,6,2817,2573,2,3,0.576923076923077
2298,65,2020-07-26,Pending Customer Response,2023-06-01 18:47:45,,3.0,2020,7,26,6792,4133,0,15,1,1,3188,2573,2,2,0.903846153846154
2299,42,2020-06-22,Pending Customer Response,2023-06-01 01:31:47,,3.0,2020,6,22,4986,1656,2,11,4,0,4781,2573,0,2,0.4615384615384615
2300,49,2020-06-12,Pending Customer Response,2023-06-01 09:06:49,,3.0,2020,6,12,6934,7054,2,32,3,7,3172,2573,3,2,0.5961538461538463
2301,34,2020-06-06,Pending Customer Response,2023-06-01 00:32:50,,3.0,2020,6,6,3073,6633,1,9,0,5,4460,2573,2,0,0.3076923076923077
2302,45,2021-11-17,Open,,,3.0,2021,11,17,3292,2285,1,6,1,6,4359,2573,0,2,0.5192307692307693
2303,25,2021-02-27,Open,,,3.0,2021,2,27,5769,4891,1,5,1,9,5344,2573,2,1,0.1346153846153846
2304,57,2021-04-18,Pending Customer Response,2023-06-01 01:23:52,,3.0,2021,4,18,4670,3934,2,24,3,11,6255,2573,0,0,0.7500000000000001
2305,27,2020-05-05,Open,,,3.0,2020,5,5,7200,1788,1,7,1,7,2317,2573,3,1,0.1730769230769231
2306,31,2020-09-09,Pending Customer Response,2023-06-01 14:06:56,,3.0,2020,9,9,3608,5979,0,34,1,13,5848,2573,3,3,0.25
2307,19,2020-02-27,Closed,2023-06-01 11:35:57,2023-06-01 07:44:57,3.0,2020,2,27,1670,5206,0,40,3,15,7413,1452,0,1,0.0192307692307692
2308,27,2021-01-22,Open,,,3.0,2021,1,22,790,8247,1,26,4,8,6812,2573,3,0,0.1730769230769231
2309,27,2020-07-19,Open,,,3.0,2020,7,19,5052,6738,1,34,0,6,1346,2573,1,2,0.1730769230769231
2310,38,2020-12-22,Pending Customer Response,2023-06-01 15:55:02,,3.0,2020,12,22,91,5537,0,14,0,13,819,2573,1,2,0.3846153846153847
2311,66,2020-07-19,Pending Customer Response,2023-06-01 10:14:03,,3.0,2020,7,19,4872,6491,2,34,1,3,7114,2573,0,3,0.9230769230769232
2312,35,2020-07-18,Closed,2023-06-01 01:41:05,2023-06-01 20:03:05,1.0,2020,7,18,7126,3051,1,28,3,11,1153,1788,1,2,0.326923076923077
2313,50,2020-09-05,Pending Customer Response,2023-06-01 22:17:06,,3.0,2020,9,5,1118,8245,2,28,2,2,7045,2573,3,2,0.6153846153846154
2314,49,2021-01-05,Closed,2023-06-01 19:00:06,2023-05-31 23:52:06,3.0,2021,1,5,2754,2697,1,6,1,6,7479,2758,1,2,0.5961538461538463
2315,41,2020-01-05,Closed,2023-05-31 23:12:08,2023-06-01 07:40:08,1.0,2020,1,5,5711,2861,0,39,4,9,657,322,1,3,0.4423076923076924
2316,45,2020-03-27,Pending Customer Response,2023-05-31 22:53:09,,3.0,2020,3,27,5252,1255,1,25,3,8,6415,2573,0,1,0.5192307692307693
2317,40,2020-04-05,Pending Customer Response,2023-06-01 12:19:10,,3.0,2020,4,5,4092,2694,0,35,0,0,4128,2573,0,2,0.4230769230769231
2318,62,2020-10-28,Open,,,3.0,2020,10,28,7087,2874,2,14,1,3,6953,2573,2,0,0.8461538461538461
2319,41,2020-08-02,Open,,,3.0,2020,8,2,2016,1970,1,40,2,0,3127,2573,3,2,0.4423076923076924
2320,31,2020-04-08,Open,,,3.0,2020,4,8,628,3720,1,17,1,9,7902,2573,3,1,0.25
2321,61,2021-07-09,Closed,2023-06-01 13:04:16,2023-06-01 17:41:16,3.0,2021,7,9,7509,3430,1,39,4,8,5068,1309,3,0,0.826923076923077
2322,47,2021-10-24,Closed,2023-06-01 03:35:18,2023-06-01 13:02:18,1.0,2021,10,24,7847,3201,1,14,4,6,623,2297,3,0,0.5576923076923077
2323,48,2021-07-14,Closed,2023-06-01 12:50:20,2023-06-01 15:05:20,3.0,2021,7,14,5532,5531,0,30,2,2,1881,1542,1,3,0.576923076923077
2324,33,2020-07-15,Closed,2023-06-01 06:44:22,2023-06-01 21:42:22,5.0,2020,7,15,4216,2209,0,25,2,12,945,698,2,0,0.2884615384615385
2325,22,2021-04-22,Closed,2023-06-01 19:51:23,2023-06-01 17:05:23,2.0,2021,4,22,6825,6223,1,41,0,11,4021,1237,2,2,0.0769230769230769
2326,37,2021-09-12,Pending Customer Response,2023-06-01 00:04:25,,3.0,2021,9,12,2709,4416,1,4,2,1,3892,2573,3,0,0.3653846153846154
2327,28,2020-12-05,Closed,2023-06-01 13:46:27,2023-06-01 02:55:27,3.0,2020,12,5,50,3357,1,38,3,3,2184,2347,2,1,0.1923076923076924
2328,45,2021-03-28,Open,,,3.0,2021,3,28,4296,5380,0,18,1,6,4347,2573,3,3,0.5192307692307693
2329,41,2021-06-22,Closed,2023-05-31 23:48:29,2023-06-01 17:52:29,4.0,2021,6,22,919,7592,0,3,0,1,3688,574,0,2,0.4423076923076924
2330,35,2021-06-13,Pending Customer Response,2023-06-01 21:22:30,,3.0,2021,6,13,5893,6251,0,11,0,14,7971,2573,0,3,0.326923076923077
2331,67,2020-02-15,Pending Customer Response,2023-06-01 18:30:32,,3.0,2020,2,15,1812,209,0,28,2,3,3446,2573,2,2,0.9423076923076924
2332,44,2020-09-21,Open,,,3.0,2020,9,21,5583,6711,0,13,4,4,2260,2573,0,1,0.5000000000000001
2333,20,2020-11-26,Open,,,3.0,2020,11,26,483,4153,2,39,1,15,4628,2573,0,0,0.0384615384615384
2334,68,2021-08-02,Pending Customer Response,2023-06-01 16:37:36,,3.0,2021,8,2,5255,439,1,24,0,13,7834,2573,0,2,0.9615384615384616
2335,22,2021-04-13,Open,,,3.0,2021,4,13,5830,7226,1,0,1,10,380,2573,2,2,0.0769230769230769
2336,47,2021-06-24,Pending Customer Response,2023-06-01 11:16:38,,3.0,2021,6,24,575,1635,2,27,2,15,6458,2573,3,2,0.5576923076923077
2337,62,2021-06-27,Pending Customer Response,2023-06-01 03:50:40,,3.0,2021,6,27,2938,3732,0,5,1,10,1890,2573,2,2,0.8461538461538461
2338,29,2020-07-31,Closed,2023-06-01 10:56:41,2023-06-01 17:14:41,1.0,2020,7,31,2777,1064,1,2,4,9,7170,1679,0,0,0.2115384615384615
2339,56,2021-08-20,Closed,2023-06-01 17:15:43,2023-06-01 02:59:43,2.0,2021,8,20,2114,7834,0,38,3,13,1826,2136,3,1,0.730769230769231
2340,43,2020-01-27,Pending Customer Response,2023-06-01 10:06:43,,3.0,2020,1,27,7399,1769,1,15,2,15,4585,2573,2,2,0.4807692307692308
2341,26,2020-06-30,Closed,2023-06-01 04:58:45,2023-06-01 21:29:45,3.0,2020,6,30,7686,6955,1,37,4,8,4874,60,2,0,0.1538461538461538
2342,48,2021-11-04,Closed,2023-06-01 17:05:47,2023-06-01 03:08:47,2.0,2021,11,4,969,493,1,14,4,12,1692,1468,3,1,0.576923076923077
2343,44,2020-02-14,Open,,,3.0,2020,2,14,2008,7134,0,17,2,6,4573,2573,0,0,0.5000000000000001
2344,44,2021-04-15,Open,,,3.0,2021,4,15,7280,4931,2,5,4,14,4592,2573,0,3,0.5000000000000001
2345,68,2021-12-04,Closed,2023-06-01 10:10:49,2023-06-01 10:33:49,3.0,2021,12,4,6216,3336,1,17,1,7,5309,245,0,0,0.9615384615384616
2346,43,2021-09-01,Closed,2023-06-01 22:23:50,2023-05-31 23:43:50,2.0,2021,9,1,4691,51,1,19,2,1,6834,545,0,2,0.4807692307692308
2347,68,2021-01-22,Closed,2023-06-01 16:09:50,2023-06-01 14:15:50,5.0,2021,1,22,5385,5092,0,5,2,10,6016,2350,2,0,0.9615384615384616
2348,27,2020-09-29,Pending Customer Response,2023-05-31 23:55:51,,3.0,2020,9,29,7012,766,0,7,2,1,7131,2573,1,3,0.1730769230769231
2349,50,2020-07-30,Pending Customer Response,2023-06-01 00:02:53,,3.0,2020,7,30,7243,5581,0,20,4,5,2412,2573,0,0,0.6153846153846154
2350,30,2021-10-14,Open,,,3.0,2021,10,14,7361,2756,2,39,0,4,5838,2573,2,1,0.2307692307692308
2351,35,2020-07-15,Open,,,3.0,2020,7,15,1295,6907,0,39,4,0,6726,2573,0,0,0.326923076923077
2352,20,2021-11-08,Closed,2023-06-01 09:32:58,2023-06-01 15:02:58,5.0,2021,11,8,2642,3124,0,6,0,11,4270,337,3,2,0.0384615384615384
2353,55,2021-12-22,Pending Customer Response,2023-06-01 09:27:59,,3.0,2021,12,22,3482,8082,0,24,2,4,6385,2573,3,2,0.7115384615384616
2354,21,2021-12-29,Open,,,3.0,2021,12,29,4925,2761,1,18,0,11,1803,2573,3,3,0.0576923076923077
2355,19,2021-05-25,Open,,,3.0,2021,5,25,759,1649,1,32,2,10,7350,2573,3,2,0.0192307692307692
2356,49,2021-02-26,Pending Customer Response,2023-06-01 15:08:04,,3.0,2021,2,26,3905,2414,0,2,2,11,4906,2573,2,1,0.5961538461538463
2357,18,2021-10-19,Pending Customer Response,2023-06-01 11:58:04,,3.0,2021,10,19,7878,1569,1,35,0,1,4582,2573,2,0,0.0
2358,44,2021-04-19,Closed,2023-06-01 06:47:05,2023-06-01 01:49:05,5.0,2021,4,19,6603,7765,0,35,1,5,1693,2162,1,1,0.5000000000000001
2359,56,2021-01-26,Closed,2023-06-01 02:25:06,2023-06-01 16:32:06,1.0,2021,1,26,6469,5304,1,12,4,1,8027,1569,2,3,0.730769230769231
2360,20,2020-03-02,Open,,,3.0,2020,3,2,5081,3002,1,0,4,11,2762,2573,0,2,0.0384615384615384
2361,51,2021-08-16,Closed,2023-06-01 00:15:10,2023-06-01 15:12:10,1.0,2021,8,16,4531,3436,0,4,4,15,5441,176,3,2,0.6346153846153847
2362,25,2021-11-05,Closed,2023-06-01 03:14:12,2023-06-01 00:15:12,3.0,2021,11,5,1665,1061,0,14,0,11,4569,879,3,3,0.1346153846153846
2363,58,2020-03-18,Closed,2023-06-01 05:13:13,2023-06-01 14:10:13,1.0,2020,3,18,6623,7186,1,37,0,4,7136,2462,0,0,0.7692307692307693
2364,53,2020-07-05,Open,,,3.0,2020,7,5,1616,6171,0,24,1,12,1530,2573,3,2,0.6730769230769232
2365,46,2020-09-13,Closed,2023-06-01 06:55:17,2023-06-01 14:20:17,4.0,2020,9,13,5970,4703,2,16,3,11,5797,841,1,3,0.5384615384615385
2366,43,2021-12-25,Pending Customer Response,2023-06-01 21:55:17,,3.0,2021,12,25,3169,5208,0,13,4,10,2769,2573,2,2,0.4807692307692308
2367,27,2020-11-22,Open,,,3.0,2020,11,22,2495,7081,1,41,0,14,7534,2573,0,1,0.1730769230769231
2368,49,2020-07-14,Closed,2023-06-01 05:23:20,2023-06-01 08:18:20,4.0,2020,7,14,7795,6253,2,4,3,12,1762,2118,0,0,0.5961538461538463
2369,38,2021-03-05,Pending Customer Response,2023-06-01 09:58:21,,3.0,2021,3,5,3291,5687,1,16,1,7,7552,2573,2,3,0.3846153846153847
2370,29,2021-08-11,Pending Customer Response,2023-06-01 21:17:22,,3.0,2021,8,11,4802,3037,1,15,2,4,5506,2573,2,2,0.2115384615384615
2371,54,2020-10-29,Open,,,3.0,2020,10,29,3618,6527,0,7,3,7,3542,2573,0,2,0.6923076923076924
2372,42,2021-09-08,Closed,2023-06-01 05:50:26,2023-06-01 17:08:26,2.0,2021,9,8,1737,2423,1,21,1,7,1863,1967,2,2,0.4615384615384615
2373,60,2020-01-27,Closed,2023-06-01 19:46:28,2023-06-01 19:44:28,1.0,2020,1,27,2154,3414,1,4,4,11,4389,257,3,3,0.8076923076923078
2374,67,2021-08-30,Pending Customer Response,2023-06-01 15:13:30,,3.0,2021,8,30,6014,6283,0,7,1,13,4088,2573,1,3,0.9423076923076924
2375,42,2021-02-14,Pending Customer Response,2023-06-01 00:36:31,,3.0,2021,2,14,4063,8225,2,38,0,1,7137,2573,1,3,0.4615384615384615
2376,37,2021-02-14,Open,,,3.0,2021,2,14,470,1511,1,6,3,7,4572,2573,3,1,0.3653846153846154
2377,54,2020-02-10,Open,,,3.0,2020,2,10,700,8311,2,30,4,0,4018,2573,1,0,0.6923076923076924
2378,45,2021-03-10,Closed,2023-06-01 02:48:34,2023-06-01 21:56:34,2.0,2021,3,10,7759,4900,1,24,2,2,567,2417,2,1,0.5192307692307693
2379,50,2020-06-12,Closed,2023-06-01 08:01:35,2023-06-01 10:32:35,2.0,2020,6,12,470,6860,2,37,4,15,6243,2619,3,2,0.6153846153846154
2380,52,2021-07-16,Open,,,3.0,2021,7,16,4541,4592,0,12,1,9,409,2573,1,1,0.6538461538461539
2381,25,2020-05-27,Pending Customer Response,2023-06-01 06:58:37,,3.0,2020,5,27,7171,1834,0,28,3,8,4740,2573,2,2,0.1346153846153846
2382,35,2021-02-23,Pending Customer Response,2023-06-01 15:27:39,,3.0,2021,2,23,2434,8227,1,36,3,8,3561,2573,1,1,0.326923076923077
2383,59,2020-03-23,Open,,,3.0,2020,3,23,3200,4043,1,18,0,11,3410,2573,3,3,0.7884615384615384
2384,53,2020-02-09,Pending Customer Response,2023-06-01 07:20:42,,3.0,2020,2,9,1701,5959,1,14,0,1,7790,2573,3,0,0.6730769230769232
2385,55,2021-08-07,Open,,,3.0,2021,8,7,1699,3696,0,16,4,2,1149,2573,3,2,0.7115384615384616
2386,42,2021-05-18,Pending Customer Response,2023-06-01 16:44:46,,3.0,2021,5,18,457,6117,2,13,2,6,3964,2573,1,1,0.4615384615384615
2387,27,2020-04-18,Open,,,3.0,2020,4,18,539,1318,0,41,4,7,4253,2573,0,3,0.1730769230769231
2388,67,2020-03-17,Closed,2023-06-01 18:27:48,2023-06-01 11:17:48,1.0,2020,3,17,195,6143,0,30,0,8,6731,2682,3,3,0.9423076923076924
2389,56,2020-08-10,Open,,,3.0,2020,8,10,3248,7745,0,13,4,1,1221,2573,2,1,0.730769230769231
2390,59,2021-05-29,Open,,,3.0,2021,5,29,5811,3744,1,18,1,4,3001,2573,2,1,0.7884615384615384
2391,30,2020-04-02,Closed,2023-06-01 08:33:54,2023-06-01 10:58:54,1.0,2020,4,2,6724,1338,2,37,4,5,1909,1108,0,2,0.2307692307692308
2392,23,2020-06-11,Open,,,3.0,2020,6,11,4334,2494,2,32,3,8,4570,2573,1,2,0.0961538461538462
2393,41,2020-09-22,Closed,2023-06-01 00:55:56,2023-06-01 02:55:56,4.0,2020,9,22,3042,522,2,39,3,1,2142,2060,3,2,0.4423076923076924
2394,54,2020-09-15,Pending Customer Response,2023-06-01 12:26:57,,3.0,2020,9,15,587,7986,0,13,4,11,6975,2573,1,3,0.6923076923076924
2395,23,2020-10-27,Closed,2023-05-31 23:22:58,2023-06-01 13:37:58,1.0,2020,10,27,5201,5627,0,41,3,3,6039,726,1,1,0.0961538461538462
2396,69,2021-05-18,Pending Customer Response,2023-06-01 17:58:59,,3.0,2021,5,18,3810,3886,2,10,3,8,1151,2573,1,0,0.980769230769231
2397,40,2020-07-05,Open,,,3.0,2020,7,5,6176,4663,1,5,0,14,7121,2573,0,0,0.4230769230769231
2398,28,2021-07-04,Closed,2023-06-01 01:46:02,2023-05-31 22:54:02,1.0,2021,7,4,5383,1144,1,2,3,2,811,1770,1,1,0.1923076923076924
2399,44,2021-01-21,Open,,,3.0,2021,1,21,6770,674,1,23,4,8,7234,2573,0,3,0.5000000000000001
2400,50,2020-06-05,Pending Customer Response,2023-05-31 22:50:05,,3.0,2020,6,5,3625,3604,2,12,4,14,4094,2573,1,2,0.6153846153846154
2401,37,2020-05-31,Open,,,3.0,2020,5,31,7694,4396,2,15,3,13,635,2573,0,0,0.3653846153846154
2402,29,2020-02-06,Closed,2023-06-01 15:13:07,2023-06-01 15:34:07,2.0,2020,2,6,3489,3733,0,41,0,12,6474,1087,3,2,0.2115384615384615
2403,67,2021-01-02,Closed,2023-06-01 22:05:09,2023-06-01 20:53:09,2.0,2021,1,2,6879,2573,0,14,2,9,1452,1267,2,3,0.9423076923076924
2404,41,2021-05-09,Closed,2023-06-01 12:25:11,2023-05-31 22:48:11,2.0,2021,5,9,2573,4361,0,4,3,8,3539,1131,2,1,0.4423076923076924
